iter	RMSE
174	576.8552414
175	576.3223782
176	576.0622237
177	575.5374858
178	574.9381639
179	574.5566974
180	574.0583163
181	573.4413018
182	572.8129054
183	572.5776634
184	572.1378719
185	571.6457534
186	571.3683319
187	570.8578949
188	570.5849458
189	569.9792735
190	569.746523
191	569.2838669
192	569.0512257
193	568.5656679
194	568.105179
195	567.6045409
196	567.2155281
197	566.9674733
198	566.3891026
199	565.9900136
200	565.5555789
201	565.077476
202	564.6067919
203	564.1387887
204	563.7071887
205	563.3988142
206	563.2494918
207	562.9653949
208	562.5042394
209	562.2538285
210	562.0921253
211	561.810869
212	561.4216167
213	560.9868742
214	560.2950099
215	559.9404364
216	559.6908488
217	559.5358729
218	559.3321055
219	559.1635408
220	558.9973466
221	558.6138231
222	558.3991828
223	558.1100399
224	557.3945841
225	557.2129712
226	556.9495591
227	556.7097938
228	556.0092616
229	555.7979578
230	555.5440069
231	555.3047239
232	554.9994196
233	554.7906742
234	554.3111094
235	554.0245996
236	553.792981
237	553.5139345
238	552.9537805
239	552.7510099
240	552.2519404
241	552.149436
242	551.9651416
243	551.5634446
244	551.4713418
245	551.0314104
246	550.5309483
247	550.0741242
248	549.7106367
249	549.3062929
250	549.0535744
251	548.7661807
252	548.4942075
253	548.2384629
254	548.0624158
255	547.7949595
256	547.4188214
257	547.2207713
258	547.0009149
259	546.6547443
260	546.4904791
261	546.2936516
262	546.0704538
263	545.8544517
264	545.5747968
265	545.4606312
266	545.1021716
267	544.939981
268	544.6057392
269	544.216577
270	543.9421221
271	543.783683
272	543.4809528
273	543.2660217
274	543.1174485
275	543.0195322
276	542.7906133
277	542.6417837
278	542.4672261
279	542.1954051
280	542.0350116
281	541.7422455
282	541.4501897
283	541.2084745
284	541.1033576
285	540.8090993
286	540.6835939
287	540.4760552
288	540.1907629
289	540.0065718
290	539.84888
291	539.5722234
292	539.3887384
293	539.2449751
294	538.9335392
295	538.5892332
296	538.2834043
297	537.9529307
298	537.8058361
299	537.7175303
300	537.5841506
301	537.3541237
302	537.2099942
303	536.9995772
304	536.675972
305	536.4718757
306	536.1203721
307	535.8684094
308	535.6075131
309	535.4610141
310	535.2850772
311	535.0201586
312	534.8702802
313	534.7405784
314	534.5675864
315	534.2667651
316	533.9081005
317	533.639451
318	533.5283809
319	533.1720956
320	533.0500174
321	532.9146367
322	532.6645549
323	532.3844381
324	532.1053184
325	531.8760972
326	531.6572948
327	531.3082679
328	531.1421641
329	530.8291043
330	530.764897
331	530.4498361
332	530.2804314
333	530.0356893
334	529.7602591
335	529.4772101
336	529.2650013
337	529.0945138
338	528.8235924
339	528.6636503
340	528.4906484
341	528.2576403
342	528.0918659
343	527.8452401
344	527.704658
345	527.5566776
346	527.3255
347	527.1933205
348	526.9374485
349	526.7983148
350	526.6017811
351	526.4023141
352	526.1990607
353	526.0608327
354	525.9233041
355	525.7337734
356	525.5144766
357	525.3352339
358	525.1727062
359	525.0177908
360	524.8644926
361	524.6979145
362	524.4801224
363	524.3768147
364	524.1599553
365	524.0100415
366	523.6746126
367	523.5787071
368	523.4296919
369	523.2748775
370	523.072047
371	522.8582869
372	522.6286418
373	522.5074401
374	522.217831
375	522.0499354
376	521.9087225
377	521.6109339
378	521.515259
379	521.3959163
380	521.1229796
381	520.9537696
382	520.760238
383	520.6291881
384	520.4020491
385	520.243427
386	520.0974791
387	519.9130026
388	519.7855053
389	519.5911336
390	519.5570004
391	519.4197944
392	519.2389797
393	519.0354656
394	518.8656405
395	518.7311831
396	518.5973022
397	518.4643999
398	518.2202319
399	518.1039868
400	517.9835968
401	517.8052926
402	517.4916216
403	517.2297067
404	517.1000651
405	516.9662154
406	516.8131462
407	516.6959663
408	516.5685289
409	516.5362161
410	516.4373371
411	516.3015597
412	516.1292853
413	515.964739
414	515.8061876
415	515.6263767
416	515.4769371
417	515.3145569
418	515.2080608
419	515.0150212
420	514.8487339
421	514.731459
422	514.5885416
423	514.3690341
424	514.2119436
425	514.0466463
426	513.896959
427	513.7733774
428	513.6306249
429	513.4929562
430	513.3901188
431	513.1144731
432	512.996553
433	512.8786345
434	512.7823889
435	512.6386051
436	512.4961571
437	512.466981
438	512.345144
439	512.2435537
440	512.1053017
441	512.0190778
442	511.8717104
443	511.7388503
444	511.5733864
445	511.359422
446	511.1610447
447	511.0229972
448	510.8571511
449	510.6827816
450	510.554743
451	510.398662
452	510.2762104
453	510.05175
454	509.857955
455	509.7636991
456	509.677249
457	509.535618
458	509.3409478
459	509.2111409
460	509.0878692
461	509.0017934
462	508.8072806
463	508.5859401
464	508.5128991
465	508.3243731
466	508.1945722
467	508.1665338
468	508.0354067
469	507.846709
470	507.6817205
471	507.4954947
472	507.4215586
473	507.3308125
474	507.1768975
475	507.0251517
476	506.9294204
477	506.8421394
478	506.7377582
479	506.5865003
480	506.440885
481	506.3263142
482	506.2423266
483	506.1296108
484	505.9208172
485	505.8032322
486	505.6742966
487	505.5372329
488	505.4324443
489	505.2233246
490	505.0651906
491	504.9169714
492	504.8030792
493	504.7022348
494	504.5839871
495	504.5038146
496	504.3743929
497	504.3119883
498	504.2499655
499	504.1438283
500	504.0297159
501	503.9243891
502	503.8174587
503	503.7005573
504	503.5836829
505	503.4468303
506	503.3301885
507	503.2237893
508	503.1135715
509	503.0211973
510	502.9498986
511	502.7860135
512	502.733821
513	502.609297
514	502.4866871
515	502.3575592
516	502.1805251
517	502.0213878
518	501.9059712
519	501.7128723
520	501.60449
521	501.4879515
522	501.3507382
523	501.2820203
524	501.1873523
525	501.0485229
526	501.0190184
527	500.8813389
528	500.7710688
529	500.6883229
530	500.5967409
531	500.5694434
532	500.4215652
533	500.2974924
534	500.2193342
535	500.140643
536	499.9859052
537	499.8975367
538	499.8114333
539	499.6768312
540	499.6087707
541	499.5255717
542	499.397122
543	499.3088798
544	499.1809626
545	499.0772354
546	499.000991
547	498.9185477
548	498.8369397
549	498.6607376
550	498.5559083
551	498.4590566
552	498.3973519
553	498.298556
554	498.2029353
555	498.1284339
556	498.0227133
557	497.8489617
558	497.7082413
559	497.6591203
560	497.4718522
561	497.3544147
562	497.3028303
563	497.2379495
564	497.142255
565	496.9394995
566	496.8691552
567	496.7703115
568	496.6595884
569	496.5401594
570	496.4298554
571	496.3374294
572	496.1821973
573	496.077258
574	495.9203061
575	495.8397369
576	495.7487338
577	495.6494706
578	495.5345757
579	495.4309716
580	495.2965224
581	495.2034616
582	495.0717817
583	494.9661619
584	494.8138161
585	494.7722587
586	494.6607702
587	494.5872288
588	494.5006487
589	494.3849538
590	494.2115081
591	494.1199666
592	494.0558269
593	493.9944609
594	493.8845684
595	493.80385
596	493.72165
597	493.5678796
598	493.4910276
599	493.41139
600	493.3460215
601	493.2068275
602	493.0521199
603	492.9649381
604	492.8608532
605	492.7253982
606	492.6142131
607	492.4728785
608	492.4478268
609	492.3135811
610	492.1676973
611	492.1135658
612	492.0229336
613	491.8953958
614	491.7937358
615	491.7212584
616	491.6479107
617	491.5531214
618	491.481752
619	491.3795798
620	491.2862826
621	491.2519395
622	491.147147
623	491.1192761
624	491.0263153
625	490.970859
626	490.8937206
627	490.8105132
628	490.7153654
629	490.4791768
630	490.2608386
631	490.148386
632	490.0055056
633	489.8040143
634	489.677548
635	489.5268608
636	489.5047699
637	489.4006291
638	489.3149276
639	489.2485182
640	489.1485254
641	489.0863591
642	489.0234987
643	488.9279469
644	488.8263287
645	488.7260303
646	488.6746748
647	488.5453829
648	488.4755655
649	488.3377474
650	488.2835009
651	488.1658922
652	488.0602217
653	487.9624498
654	487.8754439
655	487.7493499
656	487.6752151
657	487.5769329
658	487.4916151
659	487.4152293
660	487.3299172
661	487.2671809
662	487.1831316
663	487.0814751
664	486.9895446
665	486.9660335
666	486.8873875
667	486.7969737
668	486.7148328
669	486.5961943
670	486.5003875
671	486.4235505
672	486.3110282
673	486.2203991
674	486.1170286
675	486.0683201
676	486.0140433
677	485.9287324
678	485.8761017
679	485.7629757
680	485.7044831
681	485.6401225
682	485.624069
683	485.5480391
684	485.4697485
685	485.3856752
686	485.3191788
687	485.2561387
688	485.1659258
689	485.0497654
690	484.9765202
691	484.8517232
692	484.8288247
693	484.8121431
694	484.7680312
695	484.6816095
696	484.6032706
697	484.5376894
698	484.4163486
699	484.3354972
700	484.3079045
701	484.1983682
702	484.1307393
703	484.0231133
704	483.9259704
705	483.8683632
706	483.7731709
707	483.6744324
708	483.5389537
709	483.4827182
710	483.3703034
711	483.2853535
712	483.2305544
713	483.1494439
714	483.0883532
715	483.0180715
716	482.9673548
717	482.8096027
718	482.7138856
719	482.6496798
720	482.5612088
721	482.4646379
722	482.419453
723	482.2729655
724	482.1410494
725	482.0340844
726	481.8631497
727	481.8040525
728	481.7385664
729	481.6247434
730	481.5774333
731	481.4648742
732	481.3912065
733	481.2792695
734	481.2646738
735	481.1289215
736	481.026556
737	480.9540215
738	480.8811623
739	480.8286809
740	480.7071532
741	480.6425215
742	480.5945554
743	480.4908339
744	480.3688274
745	480.307567
746	480.259223
747	480.21184
748	480.1502281
749	480.0681513
750	479.9634981
751	479.8998527
752	479.8394293
753	479.7963685
754	479.7290492
755	479.6035689
756	479.5104506
757	479.4182258
758	479.3553418
759	479.3084468
760	479.1906107
761	479.1242442
762	479.0300459
763	478.8573745
764	478.7304189
765	478.6229028
766	478.5601447
767	478.4815214
768	478.4374971
769	478.3638621
770	478.3193431
771	478.2589067
772	478.1818005
773	478.1095881
774	478.0651592
775	477.9932241
776	477.971659
777	477.8783644
778	477.7937088
779	477.7178128
780	477.6798075
781	477.6304376
782	477.5147859
783	477.3492968
784	477.2747028
785	477.2436236
786	477.2033862
787	477.1060731
788	477.0346825
789	476.9385416
790	476.8337526
791	476.7646077
792	476.7078313
793	476.694386
794	476.5650997
795	476.4539836
796	476.3934661
797	476.3549891
798	476.2902947
799	476.2476958
800	476.1814403
801	476.0940466
802	476.0563569
803	475.9682712
804	475.9126657
805	475.8092725
806	475.7570194
807	475.715558
808	475.695455
809	475.6376705
810	475.6022024
811	475.5392943
812	475.4567887
813	475.3829331
814	475.3533521
815	475.275495
816	475.1961142
817	475.1067722
818	475.0465442
819	474.9863914
820	474.9734957
821	474.9309511
822	474.8553899
823	474.8362209
824	474.8214045
825	474.7517212
826	474.6776914
827	474.5759335
828	474.5369641
829	474.4376209
830	474.3749763
831	474.3169585
832	474.1798248
833	474.0935584
834	473.9766046
835	473.9121741
836	473.8086815
837	473.6964874
838	473.6597608
839	473.5983992
840	473.5333564
841	473.4423167
842	473.3930873
843	473.3236312
844	473.2435164
845	473.1485025
846	472.9881192
847	472.9521502
848	472.8688332
849	472.8165374
850	472.7536272
851	472.6466382
852	472.6303362
853	472.5245991
854	472.4497166
855	472.3663339
856	472.3121904
857	472.2318456
858	472.0954867
859	472.0057663
860	471.9360615
861	471.8913193
862	471.7800932
863	471.6810514
864	471.6453743
865	471.6123049
866	471.5561459
867	471.5385636
868	471.4941342
869	471.3718701
870	471.3073083
871	471.2074431
872	471.1184892
873	471.0639836
874	471.0282819
875	470.9451305
876	470.874481
877	470.7774233
878	470.7656682
879	470.7041978
880	470.6036065
881	470.5524579
882	470.4743466
883	470.4334517
884	470.3353569
885	470.2417284
886	470.2069233
887	470.1431562
888	470.0821958
889	470.0215423
890	469.9449057
891	469.8926021
892	469.8402886
893	469.7938852
894	469.6586586
895	469.5811696
896	469.5220863
897	469.4545044
898	469.4229884
899	469.391202
900	469.3507951
901	469.2240332
902	469.1797019
903	469.097386
904	469.0510965
905	468.9881403
906	468.9096528
907	468.7940089
908	468.7165519
909	468.6461892
910	468.5896702
911	468.4774097
912	468.3814361
913	468.3115627
914	468.2763461
915	468.2060537
916	468.1664349
917	468.1412685
918	468.0785578
919	468.0004223
920	467.9119224
921	467.8068506
922	467.7785526
923	467.7654747
924	467.6629532
925	467.6076074
926	467.588928
927	467.470396
928	467.4249937
929	467.3844169
930	467.3270861
931	467.234888
932	467.1627685
933	467.0968582
934	467.0200772
935	466.9795812
936	466.9346792
937	466.8927641
938	466.8441825
939	466.8316599
940	466.7943142
941	466.7601668
942	466.7196683
943	466.7097803
944	466.6571606
945	466.5998494
946	466.5460659
947	466.4720086
948	466.3585997
949	466.2673081
950	466.2026362
951	466.1410418
952	466.1128163
953	466.0478298
954	466.0177873
955	465.9128867
956	465.8104578
957	465.7147105
958	465.6981248
959	465.6896958
960	465.6742504
961	465.6051202
962	465.5236867
963	465.3819444
964	465.3428272
965	465.2526083
966	465.222197
967	465.1632301
968	465.1191436
969	465.061437
970	464.9857895
971	464.9608243
972	464.9012154
973	464.8678353
974	464.8133805
975	464.7084667
976	464.6660727
977	464.5882013
978	464.5368481
979	464.4556829
980	464.4008903
981	464.2825346
982	464.2507753
983	464.1588612
984	464.0615162
985	463.9797756
986	463.8648545
987	463.8188201
988	463.7431119
989	463.671341
990	463.6059413
991	463.5431985
992	463.498592
993	463.4577662
994	463.3873017
995	463.2981556
996	463.2766113
997	463.1973967
998	463.1233747
999	463.0545835
1000	463.0247298
1001	462.9692491
1002	462.8959925
1003	462.8332112
1004	462.7833172
1005	462.6982155
1006	462.6227417
1007	462.5867742
1008	462.5047328
1009	462.4424921
1010	462.4002206
1011	462.3274464
1012	462.2679054
1013	462.205793
1014	462.1476219
1015	462.0958764
1016	462.0496019
1017	461.9615504
1018	461.9243448
1019	461.8467172
1020	461.7879851
1021	461.6741535
1022	461.6282909
1023	461.5766871
1024	461.5030147
1025	461.4252349
1026	461.3631397
1027	461.3354047
1028	461.2703516
1029	461.2326033
1030	461.1879408
1031	461.1757771
1032	461.0925403
1033	461.0239471
1034	460.8944905
1035	460.8535888
1036	460.7873312
1037	460.7176743
1038	460.6733951
1039	460.61708
1040	460.562004
1041	460.4781982
1042	460.4117265
1043	460.3524248
1044	460.2926509
1045	460.2172985
1046	460.2066082
1047	460.0772216
1048	460.0410723
1049	460.0292887
1050	459.9727449
1051	459.962696
1052	459.8893134
1053	459.8596973
1054	459.809661
1055	459.7554665
1056	459.7407649
1057	459.6455433
1058	459.5220466
1059	459.4943151
1060	459.4700548
1061	459.4276885
1062	459.3391285
1063	459.3102939
1064	459.2560269
1065	459.2105203
1066	459.1311383
1067	459.0587753
1068	459.0231387
1069	458.9491506
1070	458.8830878
1071	458.8162225
1072	458.7925182
1073	458.6715059
1074	458.6422314
1075	458.5226202
1076	458.4180478
1077	458.3458511
1078	458.2816009
1079	458.2050838
1080	458.1372205
1081	458.0914684
1082	458.0551835
1083	457.9667757
1084	457.9135987
1085	457.9002053
1086	457.8520119
1087	457.7619696
1088	457.7012459
1089	457.6808459
1090	457.5977596
1091	457.5512364
1092	457.4972656
1093	457.4368201
1094	457.4173368
1095	457.3568356
1096	457.2458672
1097	457.1772264
1098	457.0959815
1099	457.0574342
1100	456.9767181
1101	456.8946715
1102	456.8643065
1103	456.7747937
1104	456.7105828
1105	456.6859657
1106	456.6409773
1107	456.5827931
1108	456.5079844
1109	456.4721032
1110	456.3689778
1111	456.2790015
1112	456.2020428
1113	456.1182512
1114	456.0785964
1115	455.9893283
1116	455.9206622
1117	455.8772024
1118	455.8440361
1119	455.8005504
